7,1427609899847,7,1427609899884
10,1427609899951,10,1427609900168
5,1427609900244,5,1427609900479
6,1427609900512,6,1427609900716
11,1427609900786,11,1427609900997
3,1427609901095,3,1427609901348
1,1427609901395,1,1427609901597
8,1427609901630,8,1427609901898
4,1427609901948,4,1427609902230
2,1427609902269,2,1427609902490
7,1427609902537,7,1427609902737
9,1427609902773,9,1427609902990
10,1427609903062,10,1427609903257
5,1427609903276,5,1427609903478
6,1427609903508,6,1427609903707
11,1427609903716,11,1427609903917
3,1427609903945,3,1427609904147
1,1427609904162,1,1427609904367
8,1427609904414,8,1427609904685
4,1427609904710,4,1427609904917
2,1427609904952,2,1427609905210
7,1427609905235,7,1427609905427
9,1427609905447,9,1427609905647
10,1427609905669,10,1427609905877
5,1427609905889,5,1427609906087
6,1427609906110,6,1427609906307
11,1427609906324,11,1427609906538
3,1427609906556,3,1427609906792
1,1427609906812,1,1427609907017
8,1427609907038,8,1427609907236
4,1427609907256,4,1427609907498
2,1427609907542,2,1427609907779
7,1427609907804,7,1427609907997
9,1427609908014,9,1427609908227
10,1427609908254,10,1427609908458
5,1427609908479,5,1427609908689
6,1427609908713,6,1427609908908
11,1427609908932,11,1427609909127
3,1427609909147,3,1427609909393
1,1427609909404,1,1427609909631
8,1427609909669,8,1427609909877
4,1427609909939,4,1427609910257
2,1427609910300,2,1427609910517
7,1427609910539,7,1427609910737
9,1427609910758,9,1427609910957
10,1427609910976,10,1427609911188
5,1427609911206,5,1427609911407
6,1427609911434,6,1427609911627
11,1427609911644,11,1427609911837
3,1427609911865,3,1427609912067
1,1427609912077,1,1427609912277
8,1427609912286,8,1427609912497
4,1427609912552,4,1427609912757
2,1427609912860,2,1427609913076
7,1427609913188,7,1427609913387
9,1427609913403,9,1427609913608
10,1427609913642,10,1427609913837
5,1427609913861,5,1427609914067
6,1427609914082,6,1427609914277
11,1427609914300,11,1427609914497
3,1427609914616,3,1427609914835
1,1427609914844,1,1427609915065
8,1427609915076,8,1427609915348
4,1427609915368,4,1427609915567
2,1427609915653,2,1427609915907
7,1427609915933,7,1427609916127
9,1427609916225,9,1427609916447
10,1427609916513,10,1427609916707
5,1427609916730,5,1427609916937
6,1427609916964,6,1427609917162
11,1427609917194,11,1427609917397
3,1427609917425,3,1427609917616
1,1427609917638,1,1427609917837
8,1427609917860,8,1427609918083
4,1427609918096,4,1427609918319
2,1427609918389,2,1427609918593
7,1427609918639,7,1427609918842
9,1427609918908,9,1427609919160
10,1427609919183,10,1427609919377
5,1427609919395,5,1427609919597
6,1427609919627,6,1427609919827
11,1427609919850,11,1427609920057
3,1427609920085,3,1427609920295
1,1427609920312,1,1427609920507
8,1427609920545,8,1427609920758
4,1427609920777,4,1427609921030
2,1427609921062,2,1427609921268
7,1427609921283,7,1427609921477
9,1427609921509,9,1427609921717
10,1427609921748,10,1427609921947
5,1427609921963,5,1427609922167
6,1427609922194,6,1427609922397
11,1427609922416,11,1427609922617
3,1427609922636,3,1427609922905
1,1427609922928,1,1427609923128
8,1427609923136,8,1427609923337
4,1427609923360,4,1427609923579
2,1427609923632,2,1427609923831
7,1427609923873,7,1427609924067
9,1427609924094,9,1427609924307
10,1427609924331,10,1427609924527
5,1427609924545,5,1427609924747
6,1427609924759,6,1427609924957
11,1427609924968,11,1427609925168
3,1427609925225,3,1427609925417
1,1427609925433,1,1427609925643
8,1427609925656,8,1427609925925
4,1427609925948,4,1427609926147
2,1427609926182,2,1427609926409
7,1427609926423,7,1427609926617
9,1427609926636,9,1427609926837
10,1427609926861,10,1427609927057
5,1427609927072,5,1427609927277
6,1427609927298,6,1427609927497
11,1427609927519,11,1427609927717
3,1427609927855,3,1427609928107
1,1427609928128,1,1427609928238
8,1427609928384,8,1427609928505
4,1427609928518,4,1427609928659
2,1427609928685,2,1427609928809
7,1427609928837,7,1427609928948
9,1427609928959,9,1427609929079
10,1427609929098,10,1427609929209
5,1427609929228,5,1427609929343
6,1427609929365,6,1427609929479
11,1427609929495,11,1427609929636
3,1427609929685,3,1427609929848
1,1427609929859,1,1427609929968
8,1427609929987,8,1427609930098
4,1427609930116,4,1427609930250
2,1427609930266,2,1427609930399
7,1427609930415,7,1427609930528
9,1427609930561,9,1427609930681
10,1427609930698,10,1427609930808
5,1427609930827,5,1427609930946
6,1427609930971,6,1427609931083
11,1427609931096,11,1427609931214
3,1427609931227,3,1427609931366
1,1427609931379,1,1427609931489
8,1427609931496,8,1427609931636
4,1427609931654,4,1427609931789
2,1427609931816,2,1427609931939
7,1427609931962,7,1427609932068
9,1427609932084,9,1427609932199
10,1427609932232,10,1427609932338
5,1427609932353,5,1427609932473
6,1427609932494,6,1427609932618
11,1427609932638,11,1427609932748
3,1427609932815,3,1427609932991
1,1427609933005,1,1427609933118
8,1427609933136,8,1427609933248
4,1427609933306,4,1427609933439
2,1427609933473,2,1427609933599
7,1427609933626,7,1427609933739
9,1427609933783,9,1427609933944
10,1427609933963,10,1427609934069
5,1427609934092,5,1427609934214
6,1427609934242,6,1427609934348
11,1427609934362,11,1427609934469
3,1427609934475,3,1427609934593
1,1427609934605,1,1427609934718
8,1427609934743,8,1427609934848
4,1427609934863,4,1427609935000
2,1427609935033,2,1427609935149
7,1427609935176,7,1427609935288
9,1427609935311,9,1427609935418
10,1427609935446,10,1427609935560
5,1427609935570,5,1427609935684
6,1427609935711,6,1427609935818
11,1427609935828,11,1427609935947
3,1427609935995,3,1427609936113
1,1427609936133,1,1427609936239
8,1427609936276,8,1427609936396
4,1427609936419,4,1427609936552
2,1427609936580,2,1427609936711
7,1427609936732,7,1427609936839
9,1427609936859,9,1427609936971
10,1427609936992,10,1427609937098
5,1427609937119,5,1427609937244
6,1427609937266,6,1427609937378
11,1427609937393,11,1427609937508
3,1427609937526,3,1427609937716
1,1427609937733,1,1427609937938
8,1427609938015,8,1427609938136
4,1427609938159,4,1427609938302
2,1427609938347,2,1427609938469
7,1427609938510,7,1427609938618
9,1427609938642,9,1427609938776
10,1427609938959,10,1427609939068
5,1427609939081,5,1427609939203
6,1427609939224,6,1427609939329
11,1427609939347,11,1427609939458
3,1427609939506,3,1427609939652
1,1427609939666,1,1427609939779
8,1427609939816,8,1427609939998
4,1427609940018,4,1427609940217
2,1427609940281,2,1427609940434
7,1427609940454,7,1427609940558
9,1427609940600,9,1427609940708
10,1427609940763,10,1427609940869
5,1427609940887,5,1427609941004
6,1427609941020,6,1427609941128
11,1427609941140,11,1427609941249
3,1427609941295,3,1427609941445
1,1427609941462,1,1427609941623
8,1427609941635,8,1427609941748
4,1427609941770,4,1427609941931
2,1427609941968,2,1427609942097
7,1427609942113,7,1427609942219
9,1427609942249,9,1427609942359
10,1427609942387,10,1427609942499
5,1427609942517,5,1427609942635
6,1427609942657,6,1427609942793
11,1427609942813,11,1427609942919
3,1427609943035,3,1427609943182
1,1427609943189,1,1427609943299
8,1427609943415,8,1427609943528
4,1427609943560,4,1427609943706
2,1427609943728,2,1427609943857
7,1427609943900,7,1427609944009
9,1427609944058,9,1427609944188
10,1427609944212,10,1427609944323
